2.684256,0.242866
1.357311,0.831172
2.203772,0.118381
2.086581,0.463942
1.519791,0.266091
1.723472,0.343059
1.523453,0.415265
1.466750,0.420850
2.427717,0.835963
2.350444,0.878079
2.191076,0.501816
2.188208,0.694784
1.733238,0.700400
1.676534,0.946104
2.482772,0.449995
2.377239,0.435469
2.277017,0.703879
2.143834,0.760765
1.518937,0.482955
1.814051,0.091067
1.901639,0.293741
1.050539,0.469192
1.927152,0.276925
2.245521,0.201727
1.385937,0.801996
1.850856,0.107486
1.385388,0.677084
1.202277,0.405927
2.270119,0.393658
2.301126,0.169805
2.155126,0.451430
1.115177,0.498733
1.961882,0.069430
1.535600,0.219581
2.142735,0.220710
1.860561,0.541154
2.184484,0.226753
2.278298,0.078738
2.377606,0.218024
2.228370,0.788385
2.471908,0.308329
1.737266,0.286508
1.886380,0.122593
1.989532,0.070437
1.755028,0.173315
1.467605,0.823450
1.423475,0.761681
2.623768,0.211035
1.714255,0.236274
1.168096,0.697897
1.954070,0.775964
1.620502,0.177313
1.752953,0.246590
1.255135,0.828700
2.479354,0.324503
2.541490,0.397748
1.727744,0.976104
2.687185,0.505264
1.612506,0.624775
2.531968,0.768395
2.668630,0.863887
1.505448,0.674490
2.185034,0.369793
2.698477,0.651357
1.825953,0.439253
1.362621,0.157933
1.246223,0.532273
2.490097,0.302683
2.094760,0.585192
1.163091,0.487045
2.000946,0.728629
1.706076,0.437300
2.881893,0.269021
2.415876,0.760063
1.165227,0.421705
2.505966,0.406323
2.721000,0.671560
2.301126,0.580065
1.765648,0.127964
1.300546,0.655385
1.952666,0.601917
1.625690,0.871639
1.519364,0.809992
2.558153,0.907712
1.452101,0.222236
2.376019,0.503555
1.779687,0.690481
1.260628,0.458724
1.751915,0.321574
1.841334,0.180425
2.271645,0.848262
2.254250,0.086398
2.375225,0.346599
1.564165,0.337413
1.577532,0.474624
1.659566,0.905057
2.186499,0.120396
2.526231,0.663900
1.940947,0.037080
1.677023,0.049043
2.434126,0.882046
2.353252,0.535203
1.799524,0.482742
2.422590,0.571245
1.065065,0.676626
1.703818,0.485397
1.322214,0.742790
1.571673,0.945830
1.171758,0.772118
1.990631,0.176794
1.977142,0.255562
1.069399,0.395917
2.239051,0.816614
1.673910,0.326212
1.952727,0.607044
2.302591,0.458113
1.719871,0.606952
1.348582,0.526811
1.807825,0.235664
2.688772,0.610889
2.516648,0.683523
1.359691,0.251564
2.449812,0.627644
1.573565,0.700888
1.605976,0.406201
2.078585,0.797845
2.182592,0.376202
1.918180,0.541581
2.570421,0.204993
2.600635,0.862026
1.798181,0.325846
1.635456,0.366863
2.242653,0.724113
1.203864,0.555925
2.207129,0.964415
2.497421,0.726524
2.015046,0.401440
1.735740,0.947356
1.516190,0.224982
1.246529,0.646352
1.158391,0.307169
2.505417,0.320322
2.832820,0.580554
2.367412,0.229316
1.201788,0.239601
1.453627,0.564592
2.250221,0.805628
1.196234,0.650807
2.139988,0.449446
1.588031,0.629261
2.126377,0.803339
1.868191,0.584887
2.582446,0.166234
2.296915,0.111911
1.591021,0.610126
2.033540,0.599109
1.435499,0.711692
2.679678,0.146702
1.178228,0.361705
2.355144,0.529832
1.943144,0.956847
2.302042,0.374065
2.043916,0.425581
1.555437,0.717246
2.711539,0.234321
2.439558,0.889889
2.061861,0.561449
2.771355,0.335032
1.333140,0.524094
1.103946,0.684133
2.178014,0.624317
1.614521,0.275948
2.328593,0.074557
1.484756,0.669485
2.434248,0.725730
1.661397,0.867061
1.594256,0.905210
1.377819,0.636555
1.203253,0.447249
1.970916,0.292642
1.919218,0.655477
1.483169,0.417585
1.494949,0.775445
1.729453,0.899289
1.845973,0.865810
2.615040,0.735893
1.996612,0.644063
1.361522,0.329752
1.123722,0.458632
2.196020,0.364483
1.982513,0.392346
2.329203,0.961730
1.295541,0.710349
2.865169,0.328562
1.656880,0.793939
1.831507,0.754723
2.693167,0.578265
2.721732,0.581713
1.248115,0.273476
1.729209,0.820399
2.341227,0.769494
2.235023,0.877163
2.090121,0.538316
2.637013,0.586291
2.148595,0.702506
2.284524,0.546648
1.270211,0.258919
2.885495,0.676290
2.537706,0.167608
2.546678,0.555528
1.665242,0.222968
2.779290,0.791986
1.263192,0.212500
1.901944,0.449751
1.675558,0.440107
1.648152,0.682058
1.498489,0.391156
2.267434,0.805109
1.764733,0.510636
2.285379,0.904599
1.709983,0.498306
1.058962,0.495437
2.181066,0.312143
1.311838,0.377606
1.473342,0.264412
1.669332,0.258705
2.593310,0.609638
1.638936,0.955870
2.223548,0.860317
1.123295,0.686941
1.260933,0.413556
2.015717,0.540452
2.116550,0.471877
1.775597,0.495590
2.256813,0.292642
1.637104,0.065157
1.422620,0.538224
1.471999,0.609821
1.276742,0.717429
2.284036,0.915799
1.707297,0.556871
1.095523,0.447279
1.851894,0.600421
1.638569,0.214454
2.074435,0.553484
1.907559,0.267830
1.807459,0.356517
1.945585,0.017823
2.495285,0.824274
1.427320,0.435224
1.717185,0.052309
1.791101,0.144993
1.549455,0.734214
1.305612,0.561968
2.548143,0.535417
1.818873,0.759789
2.901975,0.671773
1.126652,0.415723
2.421003,0.471206
2.303934,0.027100
2.461531,0.887906
2.692557,0.480117
1.313425,0.577410
1.604205,0.451094
2.463973,0.875301
1.958525,0.090548
1.772790,0.184881
2.399213,0.078677
2.420698,0.393048
1.918241,0.876766
1.801782,0.123753
2.379681,0.425916
2.000580,0.172826
2.620289,0.846828
1.094485,0.636860
1.855434,0.479293
1.485855,0.124088
2.365459,0.745842
2.010834,0.684256
2.515732,0.825953
1.551775,0.554521
2.118503,0.345103
1.244331,0.282968
1.273202,0.631489
1.575457,0.472182
1.464309,0.193304
2.086276,0.424146
2.196997,0.296701
1.036683,0.464431
2.225990,0.247475
2.085299,0.721732
1.949431,0.389538
1.980804,0.051729
1.152165,0.477126
2.108982,0.873074
2.178259,0.954405
2.193823,0.209601
2.883908,0.546770
2.211768,0.065432
2.653615,0.233345
1.218574,0.192236
1.636677,0.793329
1.749107,0.414594
2.271401,0.636219
1.818751,0.389691
2.439863,0.745415
2.263344,0.550981
1.319834,0.429273
1.484268,0.711966
2.528855,0.160161
1.523087,0.113468
2.577868,0.574328
2.533677,0.091525
1.531266,0.233589
2.107517,0.336772
1.167669,0.593707
2.129063,0.425611
1.394238,0.292520
1.604511,0.898221
2.758477,0.694143
1.556230,0.816431
2.403119,0.934263
2.814447,0.468734
1.724082,0.391430
1.693014,0.337352
1.678426,0.283029
1.971099,0.629139
2.772210,0.729392
2.650258,0.756218
2.044954,0.401929
1.316050,0.418775
1.824305,0.516953
1.425672,0.798883
1.811670,0.831355
1.583209,0.772088
1.866237,0.542833
1.427320,0.526933
1.265389,0.609882
1.300180,0.468093
1.176092,0.316446
1.872341,0.952788
1.808130,0.661672
2.420576,0.632923
2.122532,0.481979
2.438398,0.159368
1.867336,0.175451
2.307047,0.466811
1.280404,0.289590
1.609760,0.452040
1.361705,0.735160
2.191198,0.707480
2.577807,0.619434
1.836146,0.012329
1.352916,0.590899
1.746483,0.281381
1.820032,0.435133
2.432173,0.536302
1.781640,0.468978
2.325602,0.202307
2.068758,0.633229
2.422346,0.874722
1.258003,0.820429
2.632618,0.818964
1.426893,0.817896
1.094302,0.529893
1.350047,0.644704
